sender,receiver,amount,timestamp,latitude,longitude
user_1,user_2,1700.190861627302,2025-04-07 13:03:43.057818,12.53387,77.7649
user_1,user_4,5890.957723938637,2025-04-07 15:10:43.057818,12.07596,77.63348
user_1,user_2,2400.767776198916,2025-04-07 17:09:06.677448,12.72573,77.44727
user_1,user_2,5300.01166059549,2025-04-07 18:51:43.057818,12.61488,77.62619
user_1,user_5,9340.359518996547,2025-04-07 19:03:43.058889,12.1271,77.9158
user_1,user_3,4800.717076293772,2025-04-07 19:31:43.057818,12.49611,77.35745
user_1,user_5,1220.0505768129472,2025-04-07 21:14:43.057818,12.74931,77.44727
user_1,user_2,1340.303836021542,2025-04-07 23:02:06.676397,12.25328,77.16962
user_1,user_4,2100.5181899912286,2025-04-07 23:27:58.035520,12.10718,77.03146
user_1,user_4,5874.26697775202,2025-04-08 04:19:43.057818,12.3222,77.82248
user_1,user_4,2386.1652628228367,2025-04-08 07:52:58.035520,12.60131,77.43143
user_1,user_2,4023.327865598552,2025-04-08 09:07:43.057818,12.84695,77.58616
user_1,user_5,7671.021750642976,2025-04-08 12:33:43.057818,12.28632,77.44443
user_1,user_4,2831.258085834932,2025-04-08 16:17:06.677448,12.87653,77.71348
user_1,user_3,2223.987549602817,2025-04-08 20:46:58.035520,12.92103,77.15313
user_1,user_4,7812.511242863683,2025-04-08 23:07:43.057818,12.53507,77.42243
user_1,user_4,1472.7754122295676,2025-04-09 00:44:06.677448,12.98424,77.15573
user_1,user_5,4143.97222576124,2025-04-09 01:17:43.057818,12.81016,77.03482
user_1,user_5,2472.222751876745,2025-04-09 01:25:58.035520,12.88162,77.29399
user_1,user_4,5636.217088329206,2025-04-09 01:35:58.036679,12.40403,77.91254
user_1,user_5,7385.861025174122,2025-04-09 01:54:06.677448,12.647,77.02593
user_1,user_4,4432.654112830051,2025-04-09 02:19:58.035520,12.90229,77.28989
user_1,user_4,7723.117576072344,2025-04-09 02:53:58.035520,12.38104,77.90041
user_1,user_3,3987.74024240606,2025-04-09 04:14:58.035520,12.38273,77.35013
user_1,user_2,1095.54122694375,2025-04-09 06:29:43.057818,12.99903,77.53604
user_1,user_5,1434.9329892770706,2025-04-09 07:08:43.057818,12.17476,77.09043
user_1,user_2,3602.307432770516,2025-04-09 12:15:58.035520,12.07162,77.00164
user_1,user_4,3634.3003655196767,2025-04-09 15:15:58.035520,12.8283,77.6914
user_1,user_5,1621.6690461973014,2025-04-09 15:38:43.058889,12.0169,77.2918
user_1,user_4,1351.2081313708047,2025-04-09 18:48:43.057818,12.96482,77.84248
user_1,user_4,3724.111824681228,2025-04-09 19:29:06.676397,12.62291,77.08074
user_1,user_3,3651.852065605553,2025-04-09 20:03:43.057818,12.82725,77.61479
user_1,user_4,2246.187756928414,2025-04-09 20:05:43.057818,12.61554,77.05837
user_1,user_4,2193.8028790365006,2025-04-09 21:31:58.035520,12.52666,77.12379
user_1,user_5,4023.324391853752,2025-04-09 21:32:43.057818,12.83618,77.20472
user_1,user_5,26323.264032615767,2025-04-09 23:46:43.057818,12.00771,77.97052
user_1,user_2,6345.695243783323,2025-04-10 03:06:06.677448,12.00489,77.94416
user_1,user_2,2012.087478928359,2025-04-10 05:02:06.677448,12.88789,77.92009
user_1,user_3,3313.2156415159247,2025-04-10 05:35:06.677448,12.20096,77.7006
user_1,user_5,9634.383839626846,2025-04-10 05:58:06.677448,12.62782,77.99717
user_1,user_3,6082.123333804049,2025-04-10 09:46:43.057818,12.87554,77.18477
user_1,user_4,5923.6724999181015,2025-04-10 11:22:06.677448,12.48353,77.22987
user_1,user_3,3291.616812365606,2025-04-10 12:48:58.035520,12.66528,77.88974
user_1,user_2,2093.879608673704,2025-04-10 14:02:43.058889,12.64793,77.96398
user_1,user_4,7912.616909492696,2025-04-10 16:41:06.677448,12.81303,77.83655
user_1,user_3,5334.25715808802,2025-04-10 17:33:43.057818,12.92334,77.87576
user_1,user_2,1542.5872776965512,2025-04-10 20:46:43.057818,12.55302,77.95527
user_1,user_2,6442.848818638973,2025-04-10 21:50:43.057818,12.86796,77.07119
user_1,user_3,9834.287301379149,2025-04-10 22:00:58.036679,12.69854,77.92866
user_1,user_3,3000.0,2025-04-10 22:46:19.111981,12.53387,77.7649
user_1,user_2,30000.0,2025-04-10 22:54:19.205764,17.973,77.892
user_1,user_5,29000.0,2025-04-10 22:54:53.346794,17.892,77.671
user_1,user_2,300000.0,2025-04-10 23:22:00.155719,17.892,77.761
user_1,user_2,1000000.0,2025-04-11 01:56:10.203773,57.89,89.78
user_1,user_2,1000000.0,2025-04-11 13:31:18.751332,78.898,67.789
user_1,user_2,100000.0,2025-04-11 14:41:34.763961,87.898,77.89
user_1,user$,10000000.0,2025-04-11 14:42:20.619890,79.9,78.898
user_1,user_5,1000000.0,2025-04-11 14:43:25.243711,78.89,77.98
user_1,user_3,9007010.0,2025-04-11 14:44:02.633808,88.89,79.89
user_2,user_4,1143.4074348605477,2025-04-07 13:11:58.035520,12.31707,77.45919
user_2,user_1,7734.085673982211,2025-04-07 14:29:43.057818,12.36274,77.66087
user_2,user_4,7123.6545313986335,2025-04-07 14:43:06.677448,12.38655,77.67275
user_2,user_3,4884.2149480147455,2025-04-07 15:14:06.677448,12.03619,77.58469
user_2,user_4,2123.891371054088,2025-04-07 18:29:58.035520,12.6768,77.58034
user_2,user_1,4056.057598972384,2025-04-07 19:08:43.057818,12.35863,77.72733
user_2,user_3,7342.99488383688,2025-04-07 20:12:58.035520,12.39427,77.32651
user_2,user_4,9704.224127513064,2025-04-08 02:07:58.035520,12.77413,77.72553
user_2,user_3,2233.2818277740544,2025-04-08 03:16:58.035520,12.41054,77.38665
user_2,user_3,7000.397526647696,2025-04-08 04:11:06.677448,12.75771,77.63014
user_2,user_3,1963.197923500566,2025-04-08 08:47:58.035520,12.97033,77.53017
user_2,user_5,2395.857823368556,2025-04-08 08:48:06.677448,12.97761,77.34117
user_2,user_1,2823.5450771948604,2025-04-08 12:26:58.035520,12.80228,77.15162
user_2,user_1,2556.779125610268,2025-04-08 13:59:55.045775,12.48207,77.63904
user_2,user_5,2612.841923274213,2025-04-08 14:08:43.057818,12.63561,77.82643
user_2,user_4,6713.839211238979,2025-04-08 14:18:06.677448,12.95635,77.30684
user_2,user_1,6745.279669392555,2025-04-08 14:56:43.057818,12.67028,77.80551
user_2,user_1,4236.5264298443,2025-04-08 14:57:43.057818,12.31031,77.69475
user_2,user_1,4014.152107784944,2025-04-08 17:01:43.057818,12.00112,77.30303
user_2,user_4,2184.322784465113,2025-04-08 17:39:43.057818,12.28794,77.23808
user_2,user_5,3978.163570248124,2025-04-08 18:03:58.035520,12.24832,77.72603
user_2,user_3,1653.5495966123815,2025-04-08 18:50:06.677448,12.55775,77.069
user_2,user_3,4742.025933598638,2025-04-08 19:42:58.035520,12.83164,77.65566
user_2,user_3,2111.469160277956,2025-04-08 21:41:43.057818,12.91466,77.49109
user_2,user_3,2643.698002458335,2025-04-08 23:00:58.035520,12.01582,77.09464
user_2,user_1,1432.763944843972,2025-04-09 04:03:58.035520,12.18653,77.01855
user_2,user_5,6341.993576569882,2025-04-09 04:42:58.035520,12.33709,77.73717
user_2,user_1,2172.915518063332,2025-04-09 05:33:43.057818,12.60711,77.77423
user_2,user_5,3173.00535162634,2025-04-09 07:56:58.036679,12.58576,77.9456
user_2,user_3,1551.3200293354805,2025-04-09 08:45:58.035520,12.46979,77.76481
user_2,user_1,8713.539159397016,2025-04-09 09:19:06.677448,12.39483,77.11352
user_2,user_4,1746.6841764262506,2025-04-09 09:30:43.058889,12.12559,77.49717
user_2,user_1,2228.298965298861,2025-04-09 12:58:58.036679,12.41794,77.1561
user_2,user_4,1196.782121774397,2025-04-09 13:37:58.035520,12.57336,77.69658
user_2,user_1,1107.3210410595227,2025-04-09 13:43:58.035520,12.37385,77.04064
user_2,user_4,1161.4703611122131,2025-04-09 14:12:43.058889,12.29127,77.61757
user_2,user_5,1950.8586459251044,2025-04-09 16:25:58.035520,12.80013,77.1959
user_2,user_5,6500.982816555062,2025-04-09 16:45:06.677448,12.38172,77.86803
user_2,user_1,1972.6945351122129,2025-04-09 17:03:43.057818,12.05474,77.58574
user_2,user_1,9568.775365496247,2025-04-09 17:15:43.057818,12.44406,77.32568
user_2,user_5,1563.531402306348,2025-04-09 19:52:43.057818,12.87215,77.41997
user_2,user_3,6578.705359650612,2025-04-09 20:17:58.035520,12.8515,77.56949
user_2,user_4,2093.3564946024194,2025-04-10 07:06:43.057818,12.16567,77.38127
user_2,user_4,1532.3575501735163,2025-04-10 09:55:43.058889,12.29835,77.12796
user_2,user_5,4582.570151104986,2025-04-10 13:23:43.057818,12.8882,77.25881
user_2,user_3,9353.998953416703,2025-04-10 13:53:58.035520,12.35753,77.97869
user_2,user_5,2223.90553869389,2025-04-10 14:24:43.057818,12.88985,77.18902
user_2,user_4,2110.8257057903047,2025-04-10 16:59:58.035520,12.40629,77.46673
user_2,user_3,2922.7019608003134,2025-04-10 20:27:43.057818,12.80238,77.3739
user_2,user_3,16713.02758229971,2025-04-10 20:57:43.057818,12.80979,77.76608
user_2,user_1,300000.0,2025-04-10 23:59:34.306616,67.233,23.372
user_2,user_1,5000.0,2025-04-11 01:12:54.914079,56.789,37.689
user_3,user_4,4003.883085665068,2025-04-07 12:24:06.677448,12.29664,77.89802
user_3,user_2,1831.722981108364,2025-04-07 14:02:06.677448,12.73669,77.67169
user_3,user_1,3121.1943283167902,2025-04-07 14:29:58.035520,12.05334,77.35258
user_3,user_1,1693.455640768192,2025-04-07 14:33:58.035520,12.06375,77.71247
user_3,user_5,8731.024689361102,2025-04-07 15:28:58.035520,12.86312,77.97236
user_3,user_1,3391.8549151931043,2025-04-07 16:21:58.035520,12.04537,77.87727
user_3,user_2,4303.185182469852,2025-04-07 18:22:55.045775,12.33031,77.50628
user_3,user_4,2531.6705783735147,2025-04-07 22:59:58.035520,12.31762,77.64055
user_3,user_1,2951.924251011853,2025-04-07 23:05:06.677448,12.18764,77.96208
user_3,user_5,8441.335837706185,2025-04-07 23:11:55.045775,12.76319,77.64058
user_3,user_4,1312.5757222681027,2025-04-08 00:07:58.035520,12.64107,77.08202
user_3,user_5,5312.28642352136,2025-04-08 01:26:43.058889,12.35874,77.82804
user_3,user_4,4031.801635356091,2025-04-08 03:23:06.677448,12.6276,77.04021
user_3,user_4,1282.1186744223642,2025-04-08 05:39:58.035520,12.44288,77.50517
user_3,user_5,2351.1066646002314,2025-04-08 06:15:43.057818,12.61992,77.75311
user_3,user_5,7393.15235223595,2025-04-08 06:36:06.677448,12.2193,77.32428
user_3,user_1,4021.676555719276,2025-04-08 06:37:06.677448,12.37073,77.39942
user_3,user_2,9831.777612130383,2025-04-08 06:59:43.057818,12.3794,77.67388
user_3,user_2,1152.5166854462952,2025-04-08 07:53:58.035520,12.79995,77.58398
user_3,user_2,1327.6227032382733,2025-04-08 08:10:58.035520,12.98753,77.15806
user_3,user_4,2846.718908649269,2025-04-08 09:23:43.057818,12.56985,77.45967
user_3,user_2,1195.6747485424503,2025-04-08 10:47:06.676397,12.25863,77.25114
user_3,user_1,4057.923414592213,2025-04-08 13:29:58.035520,12.27673,77.07789
user_3,user_5,1855.70199967012,2025-04-08 15:39:58.035520,12.64739,77.53353
user_3,user_1,4564.316836588962,2025-04-08 16:36:58.035520,12.52478,77.07752
user_3,user_2,2758.397855093304,2025-04-08 17:27:43.057818,12.58311,77.88042
user_3,user_1,7457.4018954049425,2025-04-08 17:34:58.035520,12.43505,77.62418
user_3,user_5,4656.388936927696,2025-04-08 19:05:58.035520,12.73662,77.06891
user_3,user_5,1075.8887875212365,2025-04-08 19:42:06.677448,12.14317,77.20661
user_3,user_2,1795.7428358042685,2025-04-08 20:54:43.058889,12.7675,77.33116
user_3,user_5,1565.3195782221933,2025-04-08 23:46:43.057818,12.75691,77.52247
user_3,user_1,3452.871003653428,2025-04-09 01:09:58.035520,12.19181,77.17869
user_3,user_5,1785.8014418116493,2025-04-09 01:32:06.676397,12.3913,77.38541
user_3,user_4,5467.49767036173,2025-04-09 02:10:58.036679,12.61988,77.61598
user_3,user_2,1048.517015729156,2025-04-09 02:15:43.057818,12.08579,77.92968
user_3,user_4,4543.434756538549,2025-04-09 02:27:06.676397,12.06855,77.8663
user_3,user_4,1141.9712205499864,2025-04-09 04:34:43.057818,12.3874,77.30333
user_3,user_2,8545.523822783261,2025-04-09 05:27:43.057818,12.3925,77.36169
user_3,user_4,1844.9760314865955,2025-04-09 05:36:58.035520,12.63841,77.33515
user_3,user_1,1925.311881915084,2025-04-09 06:09:58.035520,12.17647,77.46275
user_3,user_1,2974.644008558215,2025-04-09 12:58:58.035520,12.0432,77.10575
user_3,user_2,1004.5957315749528,2025-04-09 13:44:43.058889,12.53095,77.95094
user_3,user_1,3055.3355634713967,2025-04-09 15:22:43.057818,12.11976,77.12141
user_3,user_4,1755.6892573275052,2025-04-09 15:27:43.057818,12.84841,77.54871
user_3,user_1,1545.6833913667251,2025-04-09 17:42:58.035520,12.58352,77.99783
user_3,user_4,8455.64883598863,2025-04-09 17:45:43.057818,12.37252,77.20005
user_3,user_4,3453.2307505367226,2025-04-09 18:30:43.057818,12.262,77.87337
user_3,user_5,1659.8066172198364,2025-04-09 20:12:58.036679,12.86592,77.14459
user_3,user_1,7144.689685408199,2025-04-09 20:24:43.057818,12.62306,77.89956
user_3,user_1,6655.947196377604,2025-04-09 21:08:43.057818,12.6397,77.35343
user_3,user_1,2343.8145416536613,2025-04-10 03:37:43.057818,12.93524,77.94413
user_3,user_4,4642.379250356536,2025-04-10 04:10:06.677448,12.85349,77.95983
user_3,user_5,2487.594962059535,2025-04-10 05:23:58.036679,12.97408,77.135
user_3,user_4,7451.664531052042,2025-04-10 05:31:58.035520,12.16536,77.78221
user_3,user_4,5155.023670325706,2025-04-10 08:55:06.677448,12.98051,77.91752
user_3,user_4,6457.995162475704,2025-04-10 10:28:58.035520,12.7108,77.99045
user_3,user_2,7548.292346172731,2025-04-10 13:01:58.035520,12.07495,77.41573
user_3,user_4,6451.308206748233,2025-04-10 13:27:58.035520,12.04424,77.11219
user_3,user_4,7054.927408359021,2025-04-10 13:46:43.057818,12.78921,77.36194
user_3,user_1,53745.46777480706,2025-04-10 15:23:43.057818,12.12073,77.13697
user_3,user_5,1644.0716834866373,2025-04-10 16:11:58.035520,12.13683,77.08729
user_3,user_2,1747.805704669686,2025-04-10 16:19:43.057818,12.13586,77.75878
user_3,user_4,3849.1163813372327,2025-04-10 20:58:06.677448,12.15888,77.80502
user_4,user_5,2423.316790114569,2025-04-07 11:57:58.035520,12.22437,77.98194
user_4,user_5,1480.1542961789503,2025-04-07 17:09:43.057818,12.0283,77.76931
user_4,user_3,5424.811249858973,2025-04-07 20:21:58.035520,12.25827,77.993
user_4,user_3,5454.942857244391,2025-04-07 20:47:55.045775,12.36311,77.96985
user_4,user_3,3487.29442017056,2025-04-07 21:13:06.677448,12.24208,77.51455
user_4,user_3,9444.524568682898,2025-04-08 02:05:58.036679,12.39226,77.8778
user_4,user_5,4742.666517898116,2025-04-08 02:09:58.035520,12.89535,77.66013
user_4,user_3,445.5434748132869,2025-04-08 03:43:58.035520,12.7131,77.89529
user_4,user_2,5441.395801816811,2025-04-08 04:02:58.035520,12.41764,77.45588
user_4,user_1,1743.2757555910096,2025-04-08 05:57:58.035520,12.70639,77.11854
user_4,user_2,2467.9216502027807,2025-04-08 07:54:58.035520,12.60187,77.50472
user_4,user_5,1624.194412679912,2025-04-08 08:42:43.057818,12.09067,77.10387
user_4,user_3,3922.067348619239,2025-04-08 12:39:43.057818,12.42274,77.32809
user_4,user_1,4262.179984420072,2025-04-08 12:47:58.035520,12.6042,77.82222
user_4,user_3,7283.358286246673,2025-04-08 13:43:58.035520,12.47752,77.52439
user_4,user_1,8243.547643980153,2025-04-08 16:15:43.057818,12.00011,77.93002
user_4,user_1,2722.386998669617,2025-04-08 16:24:43.057818,12.19787,77.97841
user_4,user_5,2923.392085097093,2025-04-09 03:19:58.035520,12.78918,77.09687
user_4,user_2,1421.9566134159056,2025-04-09 05:22:43.057818,12.70021,77.12126
user_4,user_3,9234.67561062538,2025-04-09 08:38:43.057818,12.10733,77.12218
user_4,user_3,1238.3549083868843,2025-04-09 11:00:55.045775,12.99691,77.51121
user_4,user_3,1425.630018459916,2025-04-09 11:55:58.035520,12.97648,77.78529
user_4,user_5,7326.493313046229,2025-04-09 12:46:58.035520,12.01526,77.72369
user_4,user_3,1381.783681483622,2025-04-09 15:13:43.057818,12.56489,77.9558
user_4,user_1,4250.172961692329,2025-04-09 16:07:58.035520,12.38319,77.33123
user_4,user_1,2460.756406828931,2025-04-09 21:35:43.057818,12.92058,77.4474
user_4,user_2,1247.008080829038,2025-04-09 23:42:43.057818,12.26428,77.81823
user_4,user_1,5259.276850106168,2025-04-10 00:50:43.057818,12.93845,77.62042
user_4,user_5,2266.957048487052,2025-04-10 02:07:43.057818,12.1695,77.28648
user_4,user_1,3323.2872982268755,2025-04-10 02:09:58.035520,12.11574,77.86165
user_4,user_5,2045.6178458953664,2025-04-10 03:53:06.676397,12.41707,77.45516
user_4,user_2,2735.399475805796,2025-04-10 04:09:06.677448,12.06747,77.09486
user_4,user_5,7539.616913582358,2025-04-10 06:42:43.057818,12.73637,77.18982
user_4,user_5,1729.7589241543703,2025-04-10 07:36:43.057818,12.97732,77.86384
user_4,user_1,2437.277831964964,2025-04-10 11:00:58.035520,12.70778,77.37118
user_4,user_5,1126.119285365529,2025-04-10 11:05:43.058889,12.21083,77.22884
user_4,user_5,1543.921684569655,2025-04-10 11:41:58.035520,12.1113,77.51906
user_4,user_2,9234.13711694516,2025-04-10 12:12:43.057818,12.15391,77.6955
user_4,user_2,3542.518343502542,2025-04-10 13:30:58.035520,12.90403,77.48277
user_4,user_1,3425.606352884821,2025-04-10 16:25:06.677448,12.77894,77.87897
user_4,user_1,3541.276127455186,2025-04-10 17:02:58.035520,12.78953,77.91173
user_4,user_2,1922.6541970254448,2025-04-10 17:42:58.035520,12.46571,77.89362
user_4,user_5,3822.604483113492,2025-04-10 19:12:58.035520,12.52104,77.12518
user_4,user_2,3422.1362469934024,2025-04-10 21:29:58.035520,12.15706,77.14351
user_5,user_1,2027.870938590439,2025-04-07 14:13:58.035520,12.05776,77.4294
user_5,user_1,1427.507721957894,2025-04-07 17:08:06.677448,12.23691,77.24898
user_5,user_1,4361.038318100694,2025-04-07 19:12:06.677448,12.93767,77.30853
user_5,user_3,2291.6597805867705,2025-04-07 19:51:58.035520,12.63565,77.98865
user_5,user_2,1424.0536869394848,2025-04-07 22:31:43.057818,12.67984,77.16006
user_5,user_1,1245.853770482801,2025-04-08 01:15:58.035520,12.99612,77.64162
user_5,user_3,3322.0917602485624,2025-04-08 02:34:06.677448,12.83682,77.18184
user_5,user_3,3112.128893278774,2025-04-08 03:33:58.035520,12.96816,77.13535
user_5,user_2,1037.7816683961707,2025-04-08 03:49:06.677448,12.86828,77.55511
user_5,user_2,8239.465507841325,2025-04-08 09:59:43.057818,12.20662,77.53071
user_5,user_4,2752.7883923323407,2025-04-08 10:09:06.677448,12.15678,77.66209
user_5,user_2,2225.177990888774,2025-04-08 16:47:43.057818,12.35938,77.79362
user_5,user_2,7212.209189453758,2025-04-08 19:19:43.058889,12.53497,77.04802
user_5,user_3,2724.1211801372383,2025-04-08 19:22:58.035520,12.4423,77.5494
user_5,user_4,3027.6032646858234,2025-04-08 21:43:58.035520,12.25639,77.91167
user_5,user_1,4235.986003124837,2025-04-08 23:09:58.035520,12.17068,77.71658
user_5,user_2,3322.1729198489325,2025-04-09 00:00:58.036679,12.43797,77.39516
user_5,user_1,1424.2782109171624,2025-04-09 00:08:06.677448,12.10061,77.82287
user_5,user_3,3728.069274084776,2025-04-09 01:24:06.677448,12.70341,77.77209
user_5,user_4,1213.8327175604516,2025-04-09 03:08:43.058889,12.11799,77.81449
user_5,user_4,8124.232054860654,2025-04-09 05:22:43.058889,12.24042,77.06519
user_5,user_1,7232.248450250595,2025-04-09 05:40:58.035520,12.97167,77.8377
user_5,user_4,1235.3704253173844,2025-04-09 05:50:06.677448,12.15014,77.4891
user_5,user_4,1215.8823291291235,2025-04-09 07:27:06.677448,12.53154,77.11349
user_5,user_3,8218.234736839822,2025-04-09 09:23:43.057818,12.60605,77.09117
user_5,user_1,2250.6818386042414,2025-04-09 10:26:06.677448,12.96798,77.39787
user_5,user_2,1329.7702384285349,2025-04-09 11:39:43.058889,12.32194,77.18797
user_5,user_3,3321.991757017492,2025-04-09 13:47:43.057818,12.45503,77.98298
user_5,user_4,7282.108712884818,2025-04-09 14:51:58.035520,12.9306,77.71316
user_5,user_2,1227.6331650746895,2025-04-09 15:58:58.035520,12.94325,77.59497
user_5,user_2,219.64305976056565,2025-04-09 16:48:57.629668,12.13409,77.55075
user_5,user_4,1629.6848448725175,2025-04-09 18:29:43.057818,12.98742,77.08204
user_5,user_3,4620.507500629941,2025-04-09 19:23:58.035520,12.34788,77.8893
user_5,user_4,1720.9114113263,2025-04-09 21:22:06.676397,12.01925,77.79424
user_5,user_2,1524.375120910492,2025-04-09 22:11:43.057818,12.76826,77.86303
user_5,user_3,1942.6861960105084,2025-04-09 23:07:58.035520,12.7766,77.90182
user_5,user_1,5238.098850105949,2025-04-10 00:22:06.677448,12.87805,77.0943
user_5,user_4,6239.202461513968,2025-04-10 03:01:43.057818,12.88917,77.1334
user_5,user_2,1236.2288925650953,2025-04-10 04:05:58.035520,12.78718,77.73057
user_5,user_4,5123.41167159137,2025-04-10 05:20:43.057818,12.11531,77.22244
user_5,user_1,6323.663214333888,2025-04-10 08:22:58.035520,12.45522,77.8364
user_5,user_3,2033.9482808108187,2025-04-10 08:30:43.058889,12.16264,77.28343
user_5,user_4,3234.8508294587377,2025-04-10 10:34:43.057818,12.60149,77.88975
user_5,user_1,1233.549896512136,2025-04-10 11:06:43.057818,12.3597,77.24246
user_5,user_2,6233.951391151605,2025-04-10 13:46:58.035520,12.63228,77.98645
user_5,user_4,2280.4708702193707,2025-04-10 15:08:43.058889,12.96574,77.26389
user_5,user_3,1280.5076912902396,2025-04-10 17:48:43.057818,12.36318,77.61882
user_5,user_1,1259.6355421630158,2025-04-10 18:10:06.677448,12.19075,77.3982
user_5,user_2,7761.420254434743,2025-04-10 21:47:58.035520,12.74537,77.24297
